Response,Submitted on,Kritik dan saran,Sentimen,tanggal,jam,hari,normalisasi,case_folding,tokenizing,filtering,stemming,clean_review,Sentimen_Biner
312472,2025-09-18 17:08:00,Min saya udah excited nyiapin outfit buat PKKMB tapi ternyata jadinya PKKMB Online :(. tapi icokey semangat saya untuk kuliah di Unpam tidak berkurang sedikitpun xixixi. lop u Unpam  Unpam Jaya Jaya Jaya,netral,2025-09-18,17,Thursday,Min saya sudah excited nyiapin outfit buat PKKMB tapi ternyata jadinya PKKMB Online :(. tapi icokey semangat saya untuk kuliah di Unpam tidak berkurang sedikitpun xixixi. lop lu Unpam Unpam Jaya Jaya Jaya,min saya sudah excited nyiapin outfit buat pkkmb tapi ternyata jadinya pkkmb online  tapi icokey semangat saya untuk kuliah di unpam tidak berkurang sedikitpun xixixi lop lu unpam unpam jaya jaya jaya,"['min', 'saya', 'sudah', 'excited', 'nyiapin', 'outfit', 'buat', 'pkkmb', 'tapi', 'ternyata', 'jadinya', 'pkkmb', 'online', 'tapi', 'icokey', 'semangat', 'saya', 'untuk', 'kuliah', 'di', 'unpam', 'tidak', 'berkurang', 'sedikitpun', 'xixixi', 'lop', 'lu', 'unpam', 'unpam', 'jaya', 'jaya', 'jaya']","['min', 'excited', 'nyiapin', 'outfit', 'buat', 'pkkmb', 'ternyata', 'jadinya', 'pkkmb', 'online', 'icokey', 'semangat', 'kuliah', 'unpam', 'tidak', 'berkurang', 'sedikitpun', 'xixixi', 'lop', 'lu', 'unpam', 'unpam', 'jaya', 'jaya', 'jaya']","['min', 'excited', 'nyiapin', 'outfit', 'buat', 'pkkmb', 'nyata', 'jadi', 'pkkmb', 'online', 'icokey', 'semangat', 'kuliah', 'unpam', 'tidak', 'kurang', 'sedikit', 'xixixi', 'lop', 'lu', 'unpam', 'unpam', 'jaya', 'jaya', 'jaya']",min excited nyiapin outfit buat pkkmb nyata jadi pkkmb online icokey semangat kuliah unpam tidak kurang sedikit xixixi lop lu unpam unpam jaya jaya jaya,0
291744,2025-09-15 16:37:00,Tidak ada admin yang bisa menjelaskan teknis pkkmb online untuk mahasiswa lama terlalu banyak registrasi atau daftar jika ingin ikut pkkmb online ,positif,2025-09-15,16,Monday,Tidak ada admin yang bisa menjelaskan teknis pkkmb online untuk mahasiswa lama terlalu banyak registrasi atau daftar jika ingin ikut pkkmb online,tidak ada admin yang bisa menjelaskan teknis pkkmb online untuk mahasiswa lama terlalu banyak registrasi atau daftar jika ingin ikut pkkmb online,"['tidak', 'ada', 'admin', 'yang', 'bisa', 'menjelaskan', 'teknis', 'pkkmb', 'online', 'untuk', 'mahasiswa', 'lama', 'terlalu', 'banyak', 'registrasi', 'atau', 'daftar', 'jika', 'ingin', 'ikut', 'pkkmb', 'online']","['tidak', 'admin', 'menjelaskan', 'teknis', 'pkkmb', 'online', 'mahasiswa', 'lama', 'terlalu', 'banyak', 'registrasi', 'daftar', 'ikut', 'pkkmb', 'online']","['tidak', 'admin', 'jelas', 'teknis', 'pkkmb', 'online', 'mahasiswa', 'lama', 'terlalu', 'banyak', 'registrasi', 'daftar', 'ikut', 'pkkmb', 'online']",tidak admin jelas teknis pkkmb online mahasiswa lama terlalu banyak registrasi daftar ikut pkkmb online,1
315084,2025-09-18 22:01:00,Untuk kedepannya semoga pkkmb lebik Baik lagi.,positif,2025-09-18,22,Thursday,Untuk kedepannya semoga pkkmb lebik Baik lagi.,untuk kedepannya semoga pkkmb lebik baik lagi,"['untuk', 'kedepannya', 'semoga', 'pkkmb', 'lebik', 'baik', 'lagi']","['kedepannya', 'semoga', 'pkkmb', 'lebik', 'baik']","['depan', 'moga', 'pkkmb', 'lebik', 'baik']",depan moga pkkmb lebik baik,1
305328,2025-09-17 20:58:00,mohon informasinya lebih jelas lagi terimakasih,netral,2025-09-17,20,Wednesday,mohon informasinya lebih jelas lagi terimakasih,mohon informasinya lebih jelas lagi terimakasih,"['mohon', 'informasinya', 'lebih', 'jelas', 'lagi', 'terimakasih']","['mohon', 'informasinya', 'lebih', 'jelas', 'terimakasih']","['mohon', 'informasi', 'lebih', 'jelas', 'terimakasih']",mohon informasi lebih jelas terimakasih,0
342538,2025-09-20 20:23:00,Kegiatan pkkmb sangat bermanfaat untuk mahasiswa baru saling mengenal dan mempelajari tata krama di kampus unpam.,positif,2025-09-20,20,Saturday,Kegiatan pkkmb sangat bermanfaat untuk mahasiswa baru saling mengenal dan mempelajari tata krama di kampus unpam.,kegiatan pkkmb sangat bermanfaat untuk mahasiswa baru saling mengenal dan mempelajari tata krama di kampus unpam,"['kegiatan', 'pkkmb', 'sangat', 'bermanfaat', 'untuk', 'mahasiswa', 'baru', 'saling', 'mengenal', 'dan', 'mempelajari', 'tata', 'krama', 'di', 'kampus', 'unpam']","['kegiatan', 'pkkmb', 'sangat', 'bermanfaat', 'mahasiswa', 'baru', 'saling', 'mengenal', 'mempelajari', 'tata', 'krama', 'kampus', 'unpam']","['giat', 'pkkmb', 'sangat', 'manfaat', 'mahasiswa', 'baru', 'saling', 'kenal', 'ajar', 'tata', 'krama', 'kampus', 'unpam']",giat pkkmb sangat manfaat mahasiswa baru saling kenal ajar tata krama kampus unpam,1
287532,2025-09-13 13:53:00,Sudah cukup baik dan memuaskan pokoknya keren semoga tahun berikutnya bisa lebih keren lagi,positif,2025-09-13,13,Saturday,Sudah cukup baik dan memuaskan pokoknya keren semoga tahun berikutnya bisa lebih keren lagi,sudah cukup baik dan memuaskan pokoknya keren semoga tahun berikutnya bisa lebih keren lagi,"['sudah', 'cukup', 'baik', 'dan', 'memuaskan', 'pokoknya', 'keren', 'semoga', 'tahun', 'berikutnya', 'bisa', 'lebih', 'keren', 'lagi']","['cukup', 'baik', 'memuaskan', 'pokoknya', 'keren', 'semoga', 'tahun', 'berikutnya', 'lebih', 'keren']","['cukup', 'baik', 'muas', 'pokok', 'keren', 'moga', 'tahun', 'ikut', 'lebih', 'keren']",cukup baik muas pokok keren moga tahun ikut lebih keren,1
301512,2025-09-17 12:50:00,PKKmb kali ini sangat luar biasa karena bisa lewat online ,positif,2025-09-17,12,Wednesday,PKKmb kali ini sangat luar biasa karena bisa lewat online,pkkmb kali ini sangat luar biasa karena bisa lewat online,"['pkkmb', 'kali', 'ini', 'sangat', 'luar', 'biasa', 'karena', 'bisa', 'lewat', 'online']","['pkkmb', 'kali', 'sangat', 'luar', 'biasa', 'lewat', 'online']","['pkkmb', 'kali', 'sangat', 'luar', 'biasa', 'lewat', 'online']",pkkmb kali sangat luar biasa lewat online,1
309772,2025-09-18 12:11:00,Semuanya sudah bagus,positif,2025-09-18,12,Thursday,Semuanya sudah bagus,semuanya sudah bagus,"['semuanya', 'sudah', 'bagus']","['semuanya', 'bagus']","['semua', 'bagus']",semua bagus,1
292700,2025-09-15 18:56:00,"Semoga kedepannya web spmb unpam bisa lebih diperbaiki jaringannya, agar tidak gangguan terus, terimakasih🙏🏽",positif,2025-09-15,18,Monday,"Semoga kedepannya web spmb unpam bisa lebih diperbaiki jaringannya, agar tidak gangguan terus, terimakasih🙏🏽",semoga kedepannya web spmb unpam bisa lebih diperbaiki jaringannya agar tidak gangguan terus terimakasih,"['semoga', 'kedepannya', 'web', 'spmb', 'unpam', 'bisa', 'lebih', 'diperbaiki', 'jaringannya', 'agar', 'tidak', 'gangguan', 'terus', 'terimakasih']","['semoga', 'kedepannya', 'web', 'spmb', 'unpam', 'lebih', 'diperbaiki', 'jaringannya', 'tidak', 'gangguan', 'terus', 'terimakasih']","['moga', 'depan', 'web', 'spmb', 'unpam', 'lebih', 'baik', 'jaring', 'tidak', 'ganggu', 'terus', 'terimakasih']",moga depan web spmb unpam lebih baik jaring tidak ganggu terus terimakasih,1
289376,2025-09-15 09:55:00,"untuk mahasiswa lama yang mendaftar pkkmb ulang jangan bikin vid lagi pls, jawab soal ajaa",netral,2025-09-15,9,Monday,"untuk mahasiswa lama yang mendaftar pkkmb ulang jangan bikin vid lagi pls, jawab soal saja",untuk mahasiswa lama yang mendaftar pkkmb ulang jangan bikin vid lagi pls jawab soal saja,"['untuk', 'mahasiswa', 'lama', 'yang', 'mendaftar', 'pkkmb', 'ulang', 'jangan', 'bikin', 'vid', 'lagi', 'pls', 'jawab', 'soal', 'saja']","['mahasiswa', 'lama', 'mendaftar', 'pkkmb', 'ulang', 'jangan', 'bikin', 'vid', 'pls', 'jawab', 'soal']","['mahasiswa', 'lama', 'daftar', 'pkkmb', 'ulang', 'jangan', 'bikin', 'vid', 'pls', 'jawab', 'soal']",mahasiswa lama daftar pkkmb ulang jangan bikin vid pls jawab soal,0
297268,2025-09-16 13:28:00,Keseluruhan penjelasan melalui youtube jelas dan bagus,positif,2025-09-16,13,Tuesday,Keseluruhan penjelasan melalui youtube jelas dan bagus,keseluruhan penjelasan melalui youtube jelas dan bagus,"['keseluruhan', 'penjelasan', 'melalui', 'youtube', 'jelas', 'dan', 'bagus']","['keseluruhan', 'penjelasan', 'melalui', 'youtube', 'jelas', 'bagus']","['seluruh', 'jelas', 'lalu', 'youtube', 'jelas', 'bagus']",seluruh jelas lalu youtube jelas bagus,1
328886,2025-09-19 23:12:00,Baguss tpi mohon next nya lebih cepat ya susah bgt mau login aja huhu. Terimakasih ,positif,2025-09-19,23,Friday,Baguss tapi mohon next nya lebih cepat ya susah banget mau login saja huhu. Terimakasih,baguss tapi mohon next nya lebih cepat ya susah banget mau login saja huhu terimakasih,"['baguss', 'tapi', 'mohon', 'next', 'nya', 'lebih', 'cepat', 'ya', 'susah', 'banget', 'mau', 'login', 'saja', 'huhu', 'terimakasih']","['baguss', 'mohon', 'next', 'nya', 'lebih', 'cepat', 'susah', 'banget', 'mau', 'login', 'huhu', 'terimakasih']","['baguss', 'mohon', 'next', 'nya', 'lebih', 'cepat', 'susah', 'banget', 'mau', 'login', 'huhu', 'terimakasih']",baguss mohon next nya lebih cepat susah banget mau login huhu terimakasih,1
350412,2025-09-21 09:50:00,mohon perbaiki kelancaran untuk mengakses website spmb unpam agar mahasiswa dapat dengan lancar mengupload tugas,positif,2025-09-21,9,Sunday,mohon perbaiki kelancaran untuk mengakses website spmb unpam agar mahasiswa dapat dengan lancar mengupload tugas,mohon perbaiki kelancaran untuk mengakses website spmb unpam agar mahasiswa dapat dengan lancar mengupload tugas,"['mohon', 'perbaiki', 'kelancaran', 'untuk', 'mengakses', 'website', 'spmb', 'unpam', 'agar', 'mahasiswa', 'dapat', 'dengan', 'lancar', 'mengupload', 'tugas']","['mohon', 'perbaiki', 'kelancaran', 'mengakses', 'website', 'spmb', 'unpam', 'mahasiswa', 'lancar', 'mengupload', 'tugas']","['mohon', 'baik', 'lancar', 'akses', 'website', 'spmb', 'unpam', 'mahasiswa', 'lancar', 'mengupload', 'tugas']",mohon baik lancar akses website spmb unpam mahasiswa lancar mengupload tugas,1
338324,2025-09-20 12:25:00,Terima kasih,netral,2025-09-20,12,Saturday,Terima kasih,terima kasih,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']",terima kasih,0
289926,2025-09-15 11:37:00,Untuk online semoga tidak sesukit itu servernya ,netral,2025-09-15,11,Monday,Untuk online semoga tidak sesukit itu servernya,untuk online semoga tidak sesukit itu servernya,"['untuk', 'online', 'semoga', 'tidak', 'sesukit', 'itu', 'servernya']","['online', 'semoga', 'tidak', 'sesukit', 'servernya']","['online', 'moga', 'tidak', 'sesukit', 'servernya']",online moga tidak sesukit servernya,0
354946,2025-09-21 23:34:00,"mungkin pada web spmb bisa di upgrade kembali, karena kmrn pada saat akses terjadi kelambatan pada saat ingin meng update ",negatif,2025-09-21,23,Sunday,"mungkin pada web spmb bisa di upgrade kembali, karena kemarin pada saat akses terjadi kelambatan pada saat ingin meng update",mungkin pada web spmb bisa di upgrade kembali karena kemarin pada saat akses terjadi kelambatan pada saat ingin meng update,"['mungkin', 'pada', 'web', 'spmb', 'bisa', 'di', 'upgrade', 'kembali', 'karena', 'kemarin', 'pada', 'saat', 'akses', 'terjadi', 'kelambatan', 'pada', 'saat', 'ingin', 'meng', 'update']","['mungkin', 'web', 'spmb', 'upgrade', 'kemarin', 'akses', 'terjadi', 'kelambatan', 'meng', 'update']","['mungkin', 'web', 'spmb', 'upgrade', 'kemarin', 'akses', 'jadi', 'lambat', 'meng', 'update']",mungkin web spmb upgrade kemarin akses jadi lambat meng update,-1
299748,2025-09-16 20:01:00,KEREN.,positif,2025-09-16,20,Tuesday,KEREN.,keren,['keren'],['keren'],['keren'],keren,1
299764,2025-09-16 20:02:00,semoga kedepannya bisa lebih baik lagi unpam!,positif,2025-09-16,20,Tuesday,semoga kedepannya bisa lebih baik lagi unpam!,semoga kedepannya bisa lebih baik lagi unpam,"['semoga', 'kedepannya', 'bisa', 'lebih', 'baik', 'lagi', 'unpam']","['semoga', 'kedepannya', 'lebih', 'baik', 'unpam']","['moga', 'depan', 'lebih', 'baik', 'unpam']",moga depan lebih baik unpam,1
311852,2025-09-18 16:09:00,"tolong perbaiki sistem spmb, ngelag banget, dan juga kenapa maba priority, dimana pancasila nomor 5. ",netral,2025-09-18,16,Thursday,"tolong perbaiki sistem spmb, ngelag banget, dan juga kenapa maba priority, dimana pancasila nomor 5.",tolong perbaiki sistem spmb ngelag banget dan juga kenapa maba priority dimana pancasila nomor ,"['tolong', 'perbaiki', 'sistem', 'spmb', 'ngelag', 'banget', 'dan', 'juga', 'kenapa', 'maba', 'priority', 'dimana', 'pancasila', 'nomor']","['perbaiki', 'sistem', 'spmb', 'ngelag', 'banget', 'maba', 'priority', 'pancasila', 'nomor']","['baik', 'sistem', 'spmb', 'ngelag', 'banget', 'maba', 'priority', 'pancasila', 'nomor']",baik sistem spmb ngelag banget maba priority pancasila nomor,0
282092,2025-09-12 10:10:00,"ACARA PKKMB SUDAH BAGUS TAPI NEXT TOLONG UNTUK MABA UNTUK MEMBUAT NAMETAQ JANGAN TALI PITA LAGI, TERIMA KASIH",positif,2025-09-12,10,Friday,"ACARA PKKMB SUDAH BAGUS TAPI NEXT TOLONG UNTUK MABA UNTUK MEMBUAT NAMETAQ JANGAN TALI PITA LAGI, TERIMA KASIH",acara pkkmb sudah bagus tapi next tolong untuk maba untuk membuat nametaq jangan tali pita lagi terima kasih,"['acara', 'pkkmb', 'sudah', 'bagus', 'tapi', 'next', 'tolong', 'untuk', 'maba', 'untuk', 'membuat', 'nametaq', 'jangan', 'tali', 'pita', 'lagi', 'terima', 'kasih']","['acara', 'pkkmb', 'bagus', 'next', 'maba', 'membuat', 'nametaq', 'jangan', 'tali', 'pita', 'terima', 'kasih']","['acara', 'pkkmb', 'bagus', 'next', 'maba', 'buat', 'nametaq', 'jangan', 'tali', 'pita', 'terima', 'kasih']",acara pkkmb bagus next maba buat nametaq jangan tali pita terima kasih,1
354782,2025-09-21 22:36:00,Sudah cukup bagus,positif,2025-09-21,22,Sunday,Sudah cukup bagus,sudah cukup bagus,"['sudah', 'cukup', 'bagus']","['cukup', 'bagus']","['cukup', 'bagus']",cukup bagus,1
284178,2025-09-12 17:45:00,"Menurut saya, kegiatan PKKMB UNPAM sudah sangat baik karena membantu mahasiswa baru mengenal kampus, budaya akademik, serta menumbuhkan rasa kebersamaan. Namun, akan lebih menarik jika kegiatan dibuat lebih interaktif dengan tambahan game edukatif, sharing session bersama alumni, dan praktik langsung penggunaan sistem kampus. Saya berharap PKKMB UNPAM ke depan semakin inspiratif, interaktif, serta mampu memotivasi mahasiswa baru untuk berprestasi dan bangga menjadi bagian dari UNPAM",positif,2025-09-12,17,Friday,"Menurut saya, kegiatan PKKMB UNPAM sudah sangat baik karena membantu mahasiswa baru mengenal kampus, budaya akademik, serta menumbuhkan rasa kebersamaan. Namun, akan lebih menarik jika kegiatan dibuat lebih interaktif dengan tambahan game edukatif, sharing session bersama alumni, dan praktik langsung penggunaan sistem kampus. Saya berharap PKKMB UNPAM ke depan semakin inspiratif, interaktif, serta mampu memotivasi mahasiswa baru untuk berprestasi dan bangga menjadi bagian dari UNPAM",menurut saya kegiatan pkkmb unpam sudah sangat baik karena membantu mahasiswa baru mengenal kampus budaya akademik serta menumbuhkan rasa kebersamaan namun akan lebih menarik jika kegiatan dibuat lebih interaktif dengan tambahan game edukatif sharing session bersama alumni dan praktik langsung penggunaan sistem kampus saya berharap pkkmb unpam ke depan semakin inspiratif interaktif serta mampu memotivasi mahasiswa baru untuk berprestasi dan bangga menjadi bagian dari unpam,"['menurut', 'saya', 'kegiatan', 'pkkmb', 'unpam', 'sudah', 'sangat', 'baik', 'karena', 'membantu', 'mahasiswa', 'baru', 'mengenal', 'kampus', 'budaya', 'akademik', 'serta', 'menumbuhkan', 'rasa', 'kebersamaan', 'namun', 'akan', 'lebih', 'menarik', 'jika', 'kegiatan', 'dibuat', 'lebih', 'interaktif', 'dengan', 'tambahan', 'game', 'edukatif', 'sharing', 'session', 'bersama', 'alumni', 'dan', 'praktik', 'langsung', 'penggunaan', 'sistem', 'kampus', 'saya', 'berharap', 'pkkmb', 'unpam', 'ke', 'depan', 'semakin', 'inspiratif', 'interaktif', 'serta', 'mampu', 'memotivasi', 'mahasiswa', 'baru', 'untuk', 'berprestasi', 'dan', 'bangga', 'menjadi', 'bagian', 'dari', 'unpam']","['kegiatan', 'pkkmb', 'unpam', 'sangat', 'baik', 'membantu', 'mahasiswa', 'baru', 'mengenal', 'kampus', 'budaya', 'akademik', 'menumbuhkan', 'rasa', 'kebersamaan', 'lebih', 'menarik', 'kegiatan', 'dibuat', 'lebih', 'interaktif', 'tambahan', 'game', 'edukatif', 'sharing', 'session', 'bersama', 'alumni', 'praktik', 'langsung', 'penggunaan', 'sistem', 'kampus', 'berharap', 'pkkmb', 'unpam', 'depan', 'semakin', 'inspiratif', 'interaktif', 'mampu', 'memotivasi', 'mahasiswa', 'baru', 'berprestasi', 'bangga', 'menjadi', 'bagian', 'unpam']","['giat', 'pkkmb', 'unpam', 'sangat', 'baik', 'bantu', 'mahasiswa', 'baru', 'kenal', 'kampus', 'budaya', 'akademik', 'tumbuh', 'rasa', 'sama', 'lebih', 'tarik', 'giat', 'buat', 'lebih', 'interaktif', 'tambah', 'game', 'edukatif', 'sharing', 'session', 'sama', 'alumni', 'praktik', 'langsung', 'guna', 'sistem', 'kampus', 'harap', 'pkkmb', 'unpam', 'depan', 'makin', 'inspiratif', 'interaktif', 'mampu', 'motivasi', 'mahasiswa', 'baru', 'prestasi', 'bangga', 'jadi', 'bagi', 'unpam']",giat pkkmb unpam sangat baik bantu mahasiswa baru kenal kampus budaya akademik tumbuh rasa sama lebih tarik giat buat lebih interaktif tambah game edukatif sharing session sama alumni praktik langsung guna sistem kampus harap pkkmb unpam depan makin inspiratif interaktif mampu motivasi mahasiswa baru prestasi bangga jadi bagi unpam,1
298082,2025-09-16 15:29:00,bagus,positif,2025-09-16,15,Tuesday,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus,1
304728,2025-09-17 19:47:00,tetap semangat pantang menyerah,netral,2025-09-17,19,Wednesday,tetap semangat pantang menyerah,tetap semangat pantang menyerah,"['tetap', 'semangat', 'pantang', 'menyerah']","['tetap', 'semangat', 'pantang', 'menyerah']","['tetap', 'semangat', 'pantang', 'serah']",tetap semangat pantang serah,0
310256,2025-09-18 13:08:00,"Sangat bagus, unpam jaya jaya jaya",positif,2025-09-18,13,Thursday,"Sangat bagus, unpam jaya jaya jaya",sangat bagus unpam jaya jaya jaya,"['sangat', 'bagus', 'unpam', 'jaya', 'jaya', 'jaya']","['sangat', 'bagus', 'unpam', 'jaya', 'jaya', 'jaya']","['sangat', 'bagus', 'unpam', 'jaya', 'jaya', 'jaya']",sangat bagus unpam jaya jaya jaya,1
343982,2025-09-20 22:39:00,Lebih tertib,positif,2025-09-20,22,Saturday,Lebih tertib,lebih tertib,"['lebih', 'tertib']","['lebih', 'tertib']","['lebih', 'tertib']",lebih tertib,1
286852,2025-09-13 11:30:00,acara jangan terlalu lama,netral,2025-09-13,11,Saturday,acara jangan terlalu lama,acara jangan terlalu lama,"['acara', 'jangan', 'terlalu', 'lama']","['acara', 'jangan', 'terlalu', 'lama']","['acara', 'jangan', 'terlalu', 'lama']",acara jangan terlalu lama,0
292130,2025-09-15 17:33:00,Alangkah baiknya jika memang dilaksanakan secara online sistemnya harus benar-benar diperhatikan lagi agar meminimalisir kendala untuk mengakses web nya.   Terimakasih 🙏🏻,netral,2025-09-15,17,Monday,Alangkah baiknya jika memang dilaksanakan secara online sistemnya harus benar-benar diperhatikan lagi agar meminimalisir kendala untuk mengakses web nya. Terimakasih 🙏🏻,alangkah baiknya jika memang dilaksanakan secara online sistemnya harus benarbenar diperhatikan lagi agar meminimalisir kendala untuk mengakses web nya terimakasih ,"['alangkah', 'baiknya', 'jika', 'memang', 'dilaksanakan', 'secara', 'online', 'sistemnya', 'harus', 'benarbenar', 'diperhatikan', 'lagi', 'agar', 'meminimalisir', 'kendala', 'untuk', 'mengakses', 'web', 'nya', 'terimakasih']","['alangkah', 'baiknya', 'memang', 'dilaksanakan', 'online', 'sistemnya', 'benarbenar', 'diperhatikan', 'meminimalisir', 'kendala', 'mengakses', 'web', 'nya', 'terimakasih']","['alangkah', 'baik', 'memang', 'laksana', 'online', 'sistem', 'benarbenar', 'perhati', 'meminimalisir', 'kendala', 'akses', 'web', 'nya', 'terimakasih']",alangkah baik memang laksana online sistem benarbenar perhati meminimalisir kendala akses web nya terimakasih,0
338872,2025-09-20 13:27:00,Semoga Kedepannya PKKMB dijadikan oflline secara keseluruhan terimakasih ,netral,2025-09-20,13,Saturday,Semoga Kedepannya PKKMB dijadikan oflline secara keseluruhan terimakasih,semoga kedepannya pkkmb dijadikan oflline secara keseluruhan terimakasih,"['semoga', 'kedepannya', 'pkkmb', 'dijadikan', 'oflline', 'secara', 'keseluruhan', 'terimakasih']","['semoga', 'kedepannya', 'pkkmb', 'dijadikan', 'oflline', 'keseluruhan', 'terimakasih']","['moga', 'depan', 'pkkmb', 'jadi', 'oflline', 'seluruh', 'terimakasih']",moga depan pkkmb jadi oflline seluruh terimakasih,0
